CustomerID,Recency,Frequency,Monetary,Tenure,AOV,Cluster
14127,123,3,709.71,188,236.57000000000002,2
14128,61,2,637.5,196,318.75,2
14129,2,5,1123.8600000000001,260,224.77200000000002,3
14130,319,1,483.86,1,483.86,0
14132,2,11,3586.0299999999997,182,326.00272727272727,3
14133,130,3,605.64,187,201.88,2
14135,2,15,4690.31,372,312.68733333333336,3
14138,2,2,982.3800000000001,63,491.19000000000005,2
14139,46,1,415.82,1,415.82,0
14140,4,2,935.05,28,467.525,2
14141,3,4,915.13,103,228.7825,2
14142,373,1,311.81,1,311.81,0
14143,134,1,115.8,1,115.8,1
14145,47,4,3742.2,171,935.55,3
14146,9,5,4191.0,349,838.2,3
14147,78,2,483.4,208,241.7,2
14148,234,1,157.2,1,157.2,1
14149,221,1,446.62,1,446.62,0
14150,36,2,658.64,325,329.32,2
14152,75,2,621.29,159,310.645,2
14154,239,2,1345.62,1,672.81,0
14155,266,1,118.75,1,118.75,1
14156,10,55,117379.63,362,2134.175090909091,3
14157,20,2,432.88,266,216.44,2
14158,40,1,507.66,1,507.66,0
14159,20,11,4690.64,344,426.4218181818182,3
14161,216,3,1110.52,154,370.17333333333335,2
14162,174,2,289.36,119,144.68,2
14163,87,4,2445.91,152,611.4775,2
14164,71,2,1631.77,11,815.885,0
14165,276,1,122.53999999999999,1,122.53999999999999,1
14167,39,4,574.84,292,143.71,2
14171,98,1,363.79,1,363.79,0
14173,11,4,450.84,209,112.71,2
14174,33,1,134.46,1,134.46,1
14175,60,3,3222.3,270,1074.1000000000001,3
14176,297,4,576.9000000000001,71,144.22500000000002,2
14177,86,4,559.41,94,139.8525,2
14178,9,7,1600.93,174,228.70428571428573,3
14179,41,2,719.78,12,359.89,0
14180,11,25,4748.52,362,189.94080000000002,3
14184,67,1,452.89,1,452.89,0
14185,331,1,197.65,1,197.65,1
14188,31,6,2054.36,280,342.3933333333334,3
14189,2,15,4654.08,367,310.272,3
14191,2,13,4684.76,219,360.36615384615385,3
14193,68,2,853.39,202,426.695,2
14194,5,21,11349.52,304,540.4533333333334,3
14195,202,2,1012.0,51,506.0,2
14196,107,1,335.52,1,335.52,0
14198,18,4,701.4,222,175.35,2
14199,218,1,185.39999999999998,1,185.39999999999998,1
14201,60,7,747.44,300,106.77714285714286,2
14204,2,1,161.03,1,161.03,1
14205,17,2,466.7,248,233.35,2
14206,239,1,328.15999999999997,1,328.15999999999997,0
14208,95,1,151.74,1,151.74,1
14209,11,6,2073.43,322,345.57166666666666,3
14210,106,6,1905.8400000000001,266,317.64000000000004,2
14211,53,9,2241.1,242,249.0111111111111,3
14212,90,1,1070.48,1,1070.48,0
14214,31,5,1004.38,247,200.876,2
14215,12,6,1789.72,357,298.2866666666667,3
14216,3,4,1839.3,35,459.825,3
14217,2,17,2004.98,365,117.94,3
14218,43,1,169.48000000000002,1,169.48000000000002,1
14219,4,1,89.94,1,89.94,1
14220,247,2,632.4,111,316.2,2
14221,42,9,3432.8,297,381.4222222222222,3
14222,177,1,683.17,1,683.17,0
14223,92,3,991.13,172,330.37666666666667,2
14224,110,4,1050.12,210,262.53,2
14226,29,5,2232.19,241,446.438,3
14227,26,10,3350.96,259,335.096,3
14229,52,3,1547.2,282,515.7333333333333,2
14231,184,3,925.71,105,308.57,2
14232,43,5,2048.07,222,409.61400000000003,2
14233,49,4,1462.72,269,365.68,2
14234,22,4,775.46,36,193.865,2
14235,75,5,3144.86,186,628.972,3
14236,81,2,490.86,292,245.43,2
14237,373,1,161.0,1,161.0,1
14238,326,1,146.85,1,146.85,1
14239,43,11,2380.85,273,216.4409090909091,3
14240,30,2,890.34,196,445.17,2
14241,184,1,213.70000000000002,1,213.70000000000002,1
14242,235,2,280.55,92,140.275,2
14243,9,10,2588.77,358,258.877,3
14245,220,2,1693.45,44,846.725,0
14246,111,3,1474.06,136,491.3533333333333,2
14247,278,1,136.76999999999998,1,136.76999999999998,1
14248,318,1,302.58,1,302.58,0
14250,7,3,1904.05,83,634.6833333333333,3
14251,2,5,2879.7000000000003,56,575.94,3
14256,260,2,969.0600000000001,105,484.53000000000003,2
14257,64,5,3099.7200000000003,255,619.9440000000001,3
14258,9,9,12669.98,329,1407.7755555555555,3
14259,142,1,120.0,1,120.0,1
14261,51,2,1163.45,28,581.725,2
14262,8,8,2618.23,233,327.27875,3
14264,155,2,333.97,91,166.985,2
14265,109,2,530.18,40,265.09,2
14267,163,3,1516.24,98,505.41333333333336,2
14270,332,1,492.65000000000003,1,492.65000000000003,0
14271,226,1,112.32,1,112.32,1
14272,74,2,437.96,181,218.98,2
14273,51,4,559.97,191,139.9925,2
14276,99,3,1119.74,192,373.24666666666667,2
14277,15,3,4180.2,198,1393.3999999999999,3
14280,197,1,134.04,1,134.04,1
14282,3,15,3729.34,365,248.62266666666667,3
14284,31,2,595.25,56,297.625,2
14285,21,4,1910.01,156,477.5025,3
14286,24,3,4628.75,220,1542.9166666666667,3
14287,8,3,176.63,191,58.876666666666665,2
14288,213,1,426.6,1,426.6,0
14289,9,6,911.26,281,151.87666666666667,2
14290,11,5,2314.65,351,462.93,3
14291,2,11,3883.25,274,353.02272727272725,3
14292,8,9,4871.93,276,541.3255555555556,3
14293,3,4,1046.56,366,261.64,3
14295,40,1,166.20000000000002,1,166.20000000000002,1
14297,18,4,1305.33,258,326.3325,2
14298,8,44,51527.3,353,1171.075,3
14299,8,9,3965.62,358,440.6244444444444,3
14300,19,1,43.2,1,43.2,1
14301,117,1,640.14,1,640.14,0
14304,223,1,383.45,1,383.45,0
14305,71,3,1858.96,65,619.6533333333333,2
14306,51,2,2093.32,35,1046.66,0
14307,89,6,2995.72,285,499.28666666666663,3
14309,8,9,2352.53,351,261.39222222222224,3
14311,243,1,310.26,1,310.26,0
14312,47,6,1611.59,291,268.5983333333333,2
14314,107,1,120.0,1,120.0,1
14315,45,6,2481.13,222,413.5216666666667,3
14317,65,1,508.58000000000004,1,508.58000000000004,0
14320,207,2,477.79,127,238.895,2
14321,11,5,1530.75,323,306.15,3
14323,115,2,605.0600000000001,124,302.53000000000003,2
14326,242,1,183.85,1,183.85,1
14327,163,1,311.65,1,311.65,0
14329,17,7,5014.84,313,716.4057142857143,3
14331,124,2,462.65999999999997,11,231.32999999999998,0
14332,23,3,866.31,126,288.77,2
14333,68,1,415.2,1,415.2,0
14334,17,8,2552.21,342,319.02625,3
14335,16,2,468.26,81,234.13,2
14336,17,4,1614.91,260,403.7275,2
14338,161,2,588.22,36,294.11,2
14339,243,1,309.52,1,309.52,0
14340,219,1,134.7,1,134.7,1
14341,45,8,2182.28,274,272.785,3
14342,21,4,668.5600000000001,189,167.14000000000001,2
14344,127,8,889.9300000000001,242,111.24125000000001,2
14345,39,1,108.97999999999999,1,108.97999999999999,1
14346,121,2,1021.58,177,510.79,2
14348,260,1,409.57,1,409.57,0
14349,10,1,133.5,1,133.5,1
14350,274,1,282.93,1,282.93,0
14351,165,1,51.0,1,51.0,1
14352,157,4,1078.96,117,269.74,2
14353,215,1,90.6,1,90.6,1
14354,6,2,163.62,25,81.81,1
14355,366,1,174.4,1,174.4,1
14356,80,2,701.23,2,350.615,0
14357,43,1,225.77,1,225.77,1
14359,19,3,912.18,69,304.06,2
14360,32,4,2128.23,63,532.0575,2
14362,22,1,161.2,1,161.2,1
14364,109,8,3717.35,103,464.66875,3
14367,8,16,9261.52,268,578.845,3
14368,320,1,155.0,1,155.0,1
14371,295,1,100.5,1,100.5,1
14373,358,1,76.55,1,76.55,1
14375,185,1,257.68,1,257.68,0
14377,191,2,617.05,71,308.525,2
14379,44,2,348.1,252,174.05,2
14381,52,1,202.68,1,202.68,1
14382,26,1,626.0699999999999,1,626.0699999999999,0
14383,38,3,1247.69,126,415.8966666666667,2
14385,9,3,202.11,15,67.37,1
14386,297,1,142.4,1,142.4,1
14387,33,3,1770.56,77,590.1866666666666,2
14388,10,8,3212.84,363,401.605,3
14389,65,2,1043.46,126,521.73,2
14390,10,9,4652.82,363,516.98,3
14393,218,1,67.95,1,67.95,1
14395,2,9,3507.71,370,389.74555555555554,3
14396,65,2,487.99,307,243.995,2
14397,3,19,2612.96,211,137.52421052631578,3
14400,149,1,574.7,1,574.7,0
14401,4,13,4051.48,356,311.6523076923077,3
14403,130,4,1475.81,117,368.9525,2
14404,34,6,1474.32,336,245.72,2
14406,119,1,156.75,1,156.75,1
14407,107,5,2142.73,170,428.546,2
14408,11,7,2606.53,254,372.3614285714286,3
14409,71,6,2059.4500000000003,298,343.24166666666673,2
14410,92,9,1104.07,214,122.67444444444443,2
14411,311,1,1063.0,1,1063.0,0
14412,43,2,770.03,31,385.015,2
14413,362,1,122.7,1,122.7,1
14414,92,7,1496.98,268,213.8542857142857,2
14415,1,13,5900.28,360,453.86769230769227,3
14416,22,2,490.22,21,245.11,2
14418,4,3,1937.25,105,645.75,3
14419,11,6,1058.06,355,176.34333333333333,2
14420,99,1,387.52,1,387.52,0
14421,57,2,813.11,155,406.555,2
14422,1,6,4263.64,267,710.6066666666667,3
14423,218,1,265.2,1,265.2,0
14424,18,1,322.08,1,322.08,0
14426,24,10,4481.67,290,448.16700000000003,3
14427,50,2,363.34000000000003,14,181.67000000000002,2
14428,7,5,1244.83,318,248.96599999999998,3
14431,303,1,470.36,1,470.36,0
14432,10,6,2255.51,80,375.91833333333335,3
14434,22,6,1372.8,51,228.79999999999998,2
14436,99,1,89.06,1,89.06,1
14437,366,1,63.0,1,63.0,1
14438,306,1,131.9,1,131.9,1
14439,320,1,2661.24,1,2661.24,0
14440,8,5,2357.6800000000003,358,471.53600000000006,3
14441,1,4,1712.89,255,428.2225,3
14442,205,2,1589.82,113,794.91,2
14443,54,4,1420.2,315,355.05,2
14446,1,4,1034.78,246,258.695,3
14447,19,5,1163.23,262,232.64600000000002,2
14448,9,2,375.35,355,187.675,2
14449,19,4,907.1,354,226.775,2
14450,181,3,483.25,140,161.08333333333334,2
14451,60,2,662.59,135,331.295,2
14452,11,2,264.44,84,132.22,2
14453,190,1,119.93,1,119.93,1
14456,5,9,3059.44,138,339.9377777777778,3
14457,311,1,113.64,1,113.64,1
14459,155,1,1837.92,1,1837.92,0
14460,110,3,434.34,201,144.78,2
14461,148,3,2102.67,114,700.89,2
14462,66,11,1999.02,274,181.7290909090909,3
14463,98,3,529.62,108,176.54,2
14465,247,3,1058.6200000000001,57,352.8733333333334,2
14466,29,7,2272.4,344,324.62857142857143,3
14467,18,4,598.76,296,149.69,2
14470,12,2,461.19,276,230.595,2
14472,104,8,1936.84,252,242.105,2
14473,74,2,234.34000000000003,209,117.17000000000002,2
14474,46,1,547.66,1,547.66,0
14475,72,3,925.85,234,308.6166666666667,2
14476,257,1,215.7,1,215.7,1
14477,20,4,1309.6,278,327.4,2
14479,254,2,316.25,112,158.125,2
14480,11,1,279.05,1,279.05,0
14481,165,2,636.51,123,318.255,2
14482,18,6,2068.15,221,344.69166666666666,3
14483,282,1,137.1,1,137.1,1
14484,50,1,321.92,1,321.92,0
14485,39,1,165.75,1,165.75,1
14487,27,6,1196.33,342,199.38833333333332,2
14488,68,1,1064.28,1,1064.28,0
14489,207,1,463.38,1,463.38,0
14491,175,2,340.93,198,170.465,2
14493,7,5,2383.2400000000002,148,476.648,3
14494,26,1,139.56,1,139.56,1
14495,51,2,123.8,71,61.9,1
14496,312,2,538.8100000000001,62,269.40500000000003,2
14497,309,1,475.37,1,475.37,0
14498,43,5,1957.32,320,391.464,2
14499,26,3,815.32,253,271.77333333333337,2
14500,88,3,356.85,102,118.95,2
14501,184,2,251.21,137,125.605,2
14502,20,11,2467.63,294,224.33,3
14503,3,6,3543.26,176,590.5433333333334,3
14504,47,4,673.26,232,168.315,2
14505,17,8,5905.64,345,738.205,3
14506,17,5,2012.17,352,402.434,3
14507,24,6,1383.18,253,230.53,2
14508,22,2,276.42,68,138.21,2
14511,11,5,1314.81,123,262.962,2
14512,188,2,275.28,45,137.64,1
14513,101,3,455.59000000000003,189,151.86333333333334,2
14514,61,3,1055.35,271,351.7833333333333,2
14515,18,6,2102.09,201,350.34833333333336,3
14517,33,2,330.45,109,165.225,2
14518,64,1,174.37,1,174.37,1
14520,2,2,270.6,290,135.3,2
14522,24,4,974.54,174,243.635,2
14523,108,1,241.09,1,241.09,1
14524,32,9,1867.68,330,207.52,3
14525,20,9,4332.2,342,481.35555555555555,3
14527,3,55,8507.82,367,154.68763636363636,3
14528,37,1,364.21999999999997,1,364.21999999999997,0
14529,60,3,620.04,51,206.67999999999998,2
14530,26,6,2925.91,271,487.65166666666664,3
14532,236,4,932.85,116,233.2125,2
14533,25,7,1949.72,329,278.5314285714286,3
14534,3,18,4445.4,316,246.96666666666664,3
14535,60,3,2864.19,189,954.73,2
14536,260,1,171.8,1,171.8,1
14537,58,1,355.56,1,355.56,0
14538,65,2,388.25,192,194.125,2
14539,16,2,537.48,29,268.74,2
14540,10,3,996.26,300,332.08666666666664,2
14541,59,8,1461.65,261,182.70625,2
14542,186,1,103.25,1,103.25,1
14543,29,16,3590.68,337,224.4175,3
14544,24,2,2024.45,338,1012.225,2
14546,5,5,2578.09,244,515.618,3
14547,4,8,4007.54,51,500.9425,3
14548,151,2,652.8,168,326.4,2
14549,311,1,289.24,1,289.24,0
14550,11,2,765.62,34,382.81,2
14551,18,2,186.23,186,93.115,2
14552,152,1,165.07,1,165.07,1
14553,19,5,859.27,320,171.85399999999998,2
14554,10,4,2381.04,43,595.26,3
14555,57,2,324.14,245,162.07,2
14557,85,1,788.38,1,788.38,0
14560,7,22,2237.77,351,101.71681818181818,3
14561,76,3,1080.76,109,360.25333333333333,2
14562,4,18,5074.77,301,281.9316666666667,3
14565,96,4,3099.12,266,774.78,2
14566,111,1,1432.0,1,1432.0,0
14567,57,2,1530.3600000000001,74,765.1800000000001,2
14569,1,1,227.39,1,227.39,1
14570,281,2,217.21,1,108.605,1
14572,3,7,2832.84,321,404.6914285714286,3
14573,180,9,1653.42,193,183.71333333333334,2
14576,372,1,35.400000000000006,1,35.400000000000006,1
14577,13,4,859.71,351,214.9275,2
14578,3,1,168.63,1,168.63,1
14581,17,1,138.6,1,138.6,1
14582,41,1,114.11,1,114.11,1
14583,6,5,1052.55,201,210.51,2
14584,169,4,1042.26,30,260.565,2
14585,50,1,157.05,1,157.05,1
14586,277,1,237.36,1,237.36,1
14587,19,9,1601.14,313,177.90444444444447,3
14589,372,1,39.75,1,39.75,1
14591,15,4,1447.14,198,361.785,2
14592,35,3,570.46,29,190.15333333333334,2
14593,22,3,617.99,178,205.99666666666667,2
14594,7,2,379.83,366,189.915,2
14595,20,6,1740.6,294,290.09999999999997,3
14597,11,2,883.15,181,441.575,2
14598,44,1,221.97,1,221.97,1
14600,306,1,393.33000000000004,1,393.33000000000004,0
14601,11,1,213.96,1,213.96,1
14603,275,1,660.0,1,660.0,0
14606,1,91,12021.65,373,132.10604395604395,3
14607,16,12,15021.5,246,1251.7916666666667,3
14608,4,4,1785.15,359,446.2875,3
14609,72,4,601.56,225,150.39,2
14616,243,3,406.08000000000004,75,135.36,2
14618,9,3,553.44,329,184.48000000000002,2
14619,246,1,394.44,1,394.44,0
14620,206,2,412.78000000000003,79,206.39000000000001,2
14621,1,5,1788.3600000000001,358,357.672,3
14622,185,1,320.58000000000004,1,320.58000000000004,0
14623,32,5,884.57,204,176.91400000000002,2
14624,57,2,225.85,2,112.925,1
14625,196,2,899.63,165,449.815,2
14626,24,4,2791.27,210,697.8175,3
14628,91,2,671.96,152,335.98,2
14629,4,2,959.01,44,479.505,2
14631,51,3,1006.98,249,335.66,2
14632,263,1,114.56,1,114.56,1
14633,266,1,344.90000000000003,1,344.90000000000003,0
14636,36,2,609.85,233,304.925,2
14638,51,1,443.6,1,443.6,0
14639,52,6,2984.49,310,497.41499999999996,3
14640,24,6,2125.08,204,354.18,3
14641,22,1,110.46,1,110.46,1
14642,59,1,96.12,1,96.12,1
14643,170,2,693.8100000000001,188,346.90500000000003,2
14644,68,2,830.76,231,415.38,2
14645,157,2,597.09,119,298.545,2
14646,2,72,279138.02,354,3876.9169444444447,3
14647,201,1,243.22,1,243.22,1
14649,5,4,1417.29,208,354.3225,3
14651,67,2,654.6,144,327.3,2
14652,77,1,114.18,1,114.18,1
14653,1,7,1937.6,338,276.8,3
14655,8,4,1932.23,215,483.0575,3
14656,169,2,291.05,115,145.525,2
14657,18,4,848.22,309,212.055,2
14658,5,2,247.15,112,123.575,2
14659,9,9,2529.93,307,281.1033333333333,3
14660,87,2,285.74,15,142.87,1
14661,27,1,107.95,1,107.95,1
14662,29,4,771.17,288,192.7925,2
14664,20,2,637.89,14,318.945,2
14665,61,5,1835.7,251,367.14,2
14666,24,1,179.95,1,179.95,1
14667,11,25,9236.95,358,369.478,3
14669,242,3,1269.99,91,423.33,2
14670,280,2,411.53,1,205.765,1
14672,235,2,765.55,102,382.775,2
14673,3,5,1736.4,365,347.28000000000003,3
14675,16,1,604.75,1,604.75,0
14676,31,6,2548.2400000000002,252,424.7066666666667,3
14680,25,16,28754.11,347,1797.131875,3
14681,71,3,498.95,141,166.31666666666666,2
14682,188,2,52.0,14,26.0,1
14684,26,5,1236.28,337,247.256,2
14687,107,1,628.38,1,628.38,0
14688,8,21,5630.87,367,268.13666666666666,3
14689,209,1,112.8,1,112.8,1
14690,44,2,371.7,108,185.85,2
14691,31,5,2114.33,183,422.866,3
14692,137,4,591.55,186,147.8875,2
14693,265,1,172.9,1,172.9,1
14696,4,7,2078.95,369,296.99285714285713,3
14697,218,2,188.60999999999999,1,94.30499999999999,1
14698,2,5,1250.76,50,250.152,3
14699,214,1,109.13000000000001,1,109.13000000000001,1
14700,32,3,2235.3,207,745.1,2
14701,11,9,2549.37,306,283.2633333333333,3
14702,1,17,3292.14,365,193.65529411764706,3
14703,15,1,318.17,1,318.17,0
14704,11,9,1544.57,169,171.61888888888888,3
14705,199,1,179.0,1,179.0,1
14708,3,3,1126.37,366,375.45666666666665,3
14709,15,13,4921.04,344,378.54153846153844,3
14710,14,4,606.13,46,151.5325,2
14711,10,11,2868.8,253,260.8,3
14712,29,3,917.07,83,305.69,2
14713,9,11,2666.36,356,242.39636363636365,3
14714,24,1,160.19,1,160.19,1
14715,25,4,867.38,307,216.845,2
14716,43,2,329.68,106,164.84,2
14719,2,5,1602.13,248,320.42600000000004,3
14720,6,3,663.81,121,221.26999999999998,2
14722,147,1,187.92000000000002,1,187.92000000000002,1
14723,10,6,1156.6,362,192.76666666666665,2
14725,25,1,718.08,1,718.08,0
14727,274,1,268.58,1,268.58,0
14729,374,1,313.49,1,313.49,0
14730,1,8,2005.06,276,250.6325,3
14731,47,3,380.02,166,126.67333333333333,2
14732,8,8,2702.4900000000002,331,337.81125000000003,3
14733,16,12,9585.91,352,798.8258333333333,3
14735,4,31,6050.69,355,195.18354838709675,3
14737,4,3,1164.55,350,388.18333333333334,3
14738,43,7,1314.45,274,187.77857142857144,2
14739,4,7,3902.28,364,557.4685714285714,3
14740,197,3,1448.21,87,482.7366666666667,2
14741,12,6,1400.34,362,233.39,3
14744,16,7,1099.98,351,157.14000000000001,2
14745,113,5,1220.26,173,244.052,2
14747,249,1,328.2,1,328.2,0
14748,29,5,1415.75,340,283.15,2
14752,44,1,389.64,1,389.64,0
14753,87,1,563.15,1,563.15,0
14754,45,2,638.05,251,319.025,2
14755,10,11,5010.28,325,455.47999999999996,3
14756,15,1,738.96,1,738.96,0
14757,75,1,420.5,1,420.5,0
14758,145,4,1484.06,115,371.015,2
14759,5,3,1625.97,229,541.99,3
14760,297,1,89.2,1,89.2,1
14761,59,2,255.9,277,127.95,2
14762,264,1,300.52,1,300.52,0
14764,47,1,278.3,1,278.3,0
14765,29,3,254.11,148,84.70333333333333,2
14766,8,6,2473.37,359,412.2283333333333,3
14768,17,2,192.60000000000002,110,96.30000000000001,2
14769,3,8,10673.1,355,1334.1375,3
14770,232,2,876.42,91,438.21,2
14772,112,1,139.26,1,139.26,1
14775,58,3,1011.9,314,337.3,2
14776,51,11,2538.3,262,230.75454545454548,3
14778,127,2,730.86,182,365.43,2
14779,281,3,386.15,44,128.71666666666667,2
14780,55,2,447.68,25,223.84,2
14782,320,1,200.10000000000002,1,200.10000000000002,1
14784,26,2,289.99,298,144.995,2
14785,10,2,77.4,5,38.7,1
14788,7,2,679.4399999999999,20,339.71999999999997,2
14789,29,1,197.64,1,197.64,1
14790,17,4,745.06,237,186.265,2
14792,64,1,6.2,1,6.2,1
14793,21,1,228.99,1,228.99,1
14794,3,7,1319.91,332,188.55857142857144,3
14795,166,1,131.45000000000002,1,131.45000000000002,1
14796,1,17,8020.93,366,471.8194117647059,3
14798,53,3,173.74,258,57.913333333333334,2
14799,51,1,157.7,1,157.7,1
14800,48,12,4339.74,323,361.645,3
14801,61,1,193.14,1,193.14,1
14803,162,3,845.55,131,281.84999999999997,2
14804,9,1,353.27,1,353.27,0
14805,15,4,554.65,299,138.6625,2
14806,75,1,193.39000000000001,1,193.39000000000001,1
14808,40,8,2741.17,133,342.64625,3
14810,41,11,2087.88,329,189.80727272727273,3
14813,370,2,155.43,1,77.715,1
14815,37,2,778.5,32,389.25,2
14816,197,1,271.85,1,271.85,0
14817,200,2,1110.34,77,555.17,2
14818,74,3,657.8,180,219.26666666666665,2
14819,64,2,272.07,128,136.035,2
14820,21,4,507.29,153,126.8225,2
14821,367,1,48.800000000000004,1,48.800000000000004,1
14823,180,3,321.43,15,107.14333333333333,1
14824,10,4,1127.71,82,281.9275,2
14825,4,12,2226.91,365,185.57583333333332,3
14828,197,3,2139.76,141,713.2533333333334,2
14829,29,4,697.55,344,174.3875,2
14830,53,1,196.28,1,196.28,1
14834,18,6,1720.3,223,286.71666666666664,3
14836,10,3,102.44999999999999,21,34.15,1
14837,90,4,1649.5,112,412.375,2
14840,268,1,62.85,1,62.85,1
14841,53,6,3295.76,306,549.2933333333334,3
14842,44,4,2824.69,265,706.1725,3
14844,64,4,3189.81,178,797.4525,3
14847,149,1,309.4,1,309.4,0
14849,22,25,7930.54,352,317.2216,3
14850,312,1,325.75,1,325.75,0
14851,23,2,511.35,233,255.675,2
14852,58,6,2836.69,194,472.7816666666667,3
14853,24,2,475.8,188,237.9,2
14854,78,7,2759.83,197,394.26142857142855,3
14855,119,2,645.65,16,322.825,0
14856,36,3,1311.3799999999999,21,437.1266666666666,2
14857,60,2,1173.12,89,586.56,2
14859,13,4,1353.74,192,338.435,2
14860,19,1,170.32,1,170.32,1
14861,52,1,125.79,1,125.79,1
14862,26,2,841.1999999999999,123,420.59999999999997,2
14863,29,1,266.76,1,266.76,0
14865,7,2,52.2,365,26.1,1
14866,11,11,14353.4,356,1304.8545454545454,3
14867,186,3,710.28,151,236.76,2
14868,3,8,2953.59,231,369.19875,3
14869,9,2,725.7,95,362.85,2
14870,262,1,327.25,1,327.25,0
14871,3,4,522.38,358,130.595,2
14873,210,1,519.68,1,519.68,0
14875,108,2,1465.3200000000002,156,732.6600000000001,2
14878,13,9,1485.54,346,165.06,3
14880,77,3,706.19,212,235.39666666666668,2
14881,20,1,255.4,1,255.4,0
14882,27,2,589.7,8,294.85,2
14883,19,6,761.59,194,126.93166666666667,2
14885,132,1,765.3199999999999,1,765.3199999999999,0
14886,253,1,364.8,1,364.8,0
14887,79,1,1862.0,1,1862.0,0
14888,207,1,369.2,1,369.2,0
14889,336,1,135.9,1,135.9,1
14890,254,1,125.65,1,125.65,1
14891,148,2,554.38,40,277.19,2
14893,10,2,1237.8500000000001,3,618.9250000000001,0
14894,85,1,655.75,1,655.75,0
14895,8,20,11138.710000000001,283,556.9355,3
14896,205,2,468.77000000000004,161,234.38500000000002,2
14897,8,4,1366.38,290,341.595,3
14898,23,6,1303.52,348,217.25333333333333,2
14901,11,9,1421.29,362,157.92111111111112,3
14902,26,1,332.66,1,332.66,0
14903,21,5,2810.63,258,562.126,3
14904,2,2,1025.44,24,512.72,2
14905,158,2,616.15,77,308.075,2
14907,3,7,3501.1,365,500.15714285714284,3
14908,74,1,277.8,1,277.8,0
14910,3,4,434.35,52,108.5875,2
14911,1,199,140450.72,373,705.7825125628141,3
14912,17,2,867.85,230,433.925,2
14913,36,4,1227.43,324,306.8575,2
14915,91,2,307.48,187,153.74,2
14916,71,4,1268.98,254,317.245,2
14918,116,2,1610.15,39,805.075,0
14920,213,2,977.77,1,488.885,0
14921,30,2,1316.07,172,658.035,2
14923,51,1,749.1,1,749.1,0
14924,246,1,310.05,1,310.05,0
14929,32,1,223.88,1,223.88,1
14930,109,3,2372.86,166,790.9533333333334,2
14931,5,4,964.6800000000001,237,241.17000000000002,2
14932,366,1,363.53,1,363.53,0
14934,82,2,1890.94,201,945.47,2
14935,297,1,1784.71,1,1784.71,0
14936,34,8,8137.02,242,1017.1275,3
14937,57,3,1621.88,74,540.6266666666667,2
14944,30,12,5900.25,267,491.6875,3
14946,14,1,100.9,1,100.9,1
14947,72,2,290.82,59,145.41,2
14948,23,6,1101.97,197,183.66166666666666,2
14950,19,1,371.2,1,371.2,0
14951,79,1,311.69,1,311.69,0
14952,60,11,8099.49,305,736.3172727272727,3
14953,25,1,289.82,1,289.82,0
14954,12,1,336.17,1,336.17,0
14957,253,1,58.49,1,58.49,1
14958,147,3,499.68,99,166.56,2
14959,64,4,695.42,233,173.855,2
14960,8,2,221.27,163,110.635,2
14961,11,9,7044.68,350,782.7422222222223,3
14962,271,1,126.7,1,126.7,1
14963,10,5,1487.8,174,297.56,3
14964,247,1,206.21,1,206.21,1
14965,96,2,599.0,1,299.5,0
14966,15,1,191.32,1,191.32,1
14967,50,1,463.8,1,463.8,0
14968,30,1,147.59,1,147.59,1
14970,68,4,1592.06,249,398.015,2
14971,35,3,1116.57,9,372.19,2
14972,128,1,114.77,1,114.77,1
14973,107,3,1314.45,119,438.15000000000003,2
14974,37,1,114.39,1,114.39,1
14975,57,1,279.94,1,279.94,0
14976,57,6,774.86,270,129.14333333333335,2
14978,72,5,1931.42,259,386.284,2
14981,246,1,102.12,1,102.12,1
14984,19,2,213.27,162,106.635,2
14985,198,2,296.75,160,148.375,2
14987,16,2,326.4,350,163.2,2
14988,212,1,334.54,1,334.54,0
14995,39,2,233.23000000000002,242,116.61500000000001,2
14997,46,3,546.1999999999999,132,182.06666666666663,2
14998,170,2,429.87,72,214.935,2
15000,48,1,490.52,1,490.52,0
15002,116,4,1641.76,252,410.44,2
15004,147,1,1245.93,1,1245.93,0
15005,16,28,6314.87,351,225.53107142857144,3
15006,51,1,497.14,1,497.14,0
15007,159,1,156.91,1,156.91,1
15009,12,3,1261.78,13,420.5933333333333,2
15010,36,1,308.94,1,308.94,0
15012,54,2,423.04,320,211.52,2
15014,43,2,260.17,134,130.085,2
15016,173,1,170.04,1,170.04,1
15017,34,1,125.58,1,125.58,1
15018,39,3,496.21000000000004,330,165.40333333333334,2
15019,267,1,266.0,1,266.0,0
15021,9,9,1914.82,358,212.75777777777776,3
15022,12,4,905.04,36,226.26,2
15023,3,11,6783.86,367,616.7145454545454,3
15024,10,10,1661.33,358,166.13299999999998,3
15025,33,1,377.01,1,377.01,0
15026,80,3,464.2,198,154.73333333333332,2
15027,31,4,1066.1499999999999,208,266.53749999999997,2
15028,8,4,627.13,361,156.7825,2
15030,72,2,518.28,197,259.14,2
15031,4,4,668.14,278,167.035,2
15032,256,3,4959.1,111,1653.0333333333335,2
15033,5,10,2583.37,325,258.337,3
15034,16,8,4308.61,339,538.57625,3
15035,90,1,252.73000000000002,1,252.73000000000002,0
15036,72,3,465.55,108,155.18333333333334,2
15038,59,6,705.49,312,117.58166666666666,2
15039,10,47,19914.44,360,423.7114893617021,3
15041,170,1,180.35,1,180.35,1
15042,199,1,135.93,1,135.93,1
15043,31,1,537.0,1,537.0,0
15044,19,17,7700.2300000000005,343,452.954705882353,3
